"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2270","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 03 08:36:00 UTC 2026","passed","Tue Mar 03 08:36:02 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2070","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 03 08:36:15 UTC 2026","passed","Tue Mar 03 08:36:17 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2134","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 03 08:36:09 UTC 2026","passed","Tue Mar 03 08:36:11 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Добавление и удаление поля в динамической форме регистрации","16686","Добавление и удаление полей в динамической форме регистрации","All Tests","Tue Mar 03 08:35:31 UTC 2026","passed","Tue Mar 03 08:35:48 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addAndDeleteFieldsInDynamicForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2096","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 03 08:36:11 UTC 2026","passed","Tue Mar 03 08:36:13 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2134","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 03 08:36:13 UTC 2026","passed","Tue Mar 03 08:36:15 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Проверка успешной отправки простой формы регистрации со всеми заполненными полями","2744","Успешная отправка простой формы регистрации","All Tests","Tue Mar 03 08:35:50 UTC 2026","passed","Tue Mar 03 08:35:53 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullFilledSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2230","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 03 08:36:17 UTC 2026","passed","Tue Mar 03 08:36:20 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2186","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 03 08:35:58 UTC 2026","passed","Tue Mar 03 08:36:00 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2042","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 03 08:36:06 UTC 2026","passed","Tue Mar 03 08:36:08 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2136","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 03 08:36:02 UTC 2026","passed","Tue Mar 03 08:36:04 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","1880","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 03 08:35:56 UTC 2026","passed","Tue Mar 03 08:35:58 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Проверка отправки формы с пройденной валидацией","2081","Успешная отправка формы регистрации с валидацией","All Tests","Tue Mar 03 08:35:53 UTC 2026","passed","Tue Mar 03 08:35:55 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullValidatedFormWithValidation"
"Попытка отправки простой формы регистрации с пустым аттрибутом","1680","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 03 08:36:05 UTC 2026","passed","Tue Mar 03 08:36:06 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Добавление и удаление поля в динамической форме регистрации","1912","Добавление и удаление полей в динамической форме регистрации","All Tests","Tue Mar 03 08:35:48 UTC 2026","passed","Tue Mar 03 08:35:50 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addAndDeleteFieldsInDynamicForm"
