"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2303","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 31 08:52:57 UTC 2026","passed","Tue Mar 31 08:52:59 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2299","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 31 08:52:55 UTC 2026","passed","Tue Mar 31 08:52:57 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2259","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 31 08:52:43 UTC 2026","passed","Tue Mar 31 08:52:45 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2240","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 31 08:52:50 UTC 2026","passed","Tue Mar 31 08:52:52 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2311","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 31 08:52:59 UTC 2026","passed","Tue Mar 31 08:53:02 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2350","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 31 08:52:47 UTC 2026","passed","Tue Mar 31 08:52:50 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Проверка отправки формы с пройденной валидацией","2500","Успешная отправка формы регистрации с валидацией","All Tests","Tue Mar 31 08:52:39 UTC 2026","passed","Tue Mar 31 08:52:42 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullValidatedFormWithValidation"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2356","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 31 08:53:02 UTC 2026","passed","Tue Mar 31 08:53:04 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2299","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 31 08:52:45 UTC 2026","passed","Tue Mar 31 08:52:47 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Добавление и удаление поля в динамической форме регистрации","1956","Добавление и удаление полей в динамической форме регистрации","All Tests","Tue Mar 31 08:52:35 UTC 2026","passed","Tue Mar 31 08:52:36 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addAndDeleteFieldsInDynamicForm"
"Проверка успешной отправки простой формы регистрации со всеми заполненными полями","2818","Успешная отправка простой формы регистрации","All Tests","Tue Mar 31 08:52:37 UTC 2026","passed","Tue Mar 31 08:52:39 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullFilledSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2264","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Mar 31 08:52:52 UTC 2026","passed","Tue Mar 31 08:52:54 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2358","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 31 08:53:04 UTC 2026","passed","Tue Mar 31 08:53:07 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2354","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Mar 31 08:53:07 UTC 2026","passed","Tue Mar 31 08:53:09 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Добавление и удаление поля в динамической форме регистрации","7825","Добавление и удаление полей в динамической форме регистрации","All Tests","Tue Mar 31 08:52:27 UTC 2026","passed","Tue Mar 31 08:52:34 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addAndDeleteFieldsInDynamicForm"
