"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2377","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Apr 14 09:13:31 UTC 2026","passed","Tue Apr 14 09:13:34 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2273","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Apr 14 09:13:46 UTC 2026","passed","Tue Apr 14 09:13:48 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2448","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Apr 14 09:13:21 UTC 2026","passed","Tue Apr 14 09:13:24 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Добавление и удаление поля в динамической форме регистрации","2074","Добавление и удаление полей в динамической форме регистрации","All Tests","Tue Apr 14 09:13:13 UTC 2026","passed","Tue Apr 14 09:13:15 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addAndDeleteFieldsInDynamicForm"
"Добавление и удаление поля в динамической форме регистрации","3722","Добавление и удаление полей в динамической форме регистрации","All Tests","Tue Apr 14 09:13:09 UTC 2026","passed","Tue Apr 14 09:13:13 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addAndDeleteFieldsInDynamicForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2354","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Apr 14 09:13:44 UTC 2026","passed","Tue Apr 14 09:13:46 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2389","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Apr 14 09:13:34 UTC 2026","passed","Tue Apr 14 09:13:36 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2368","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Apr 14 09:13:39 UTC 2026","passed","Tue Apr 14 09:13:41 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2272","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Apr 14 09:13:36 UTC 2026","passed","Tue Apr 14 09:13:39 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Проверка отправки формы с пройденной валидацией","2509","Успешная отправка формы регистрации с валидацией","All Tests","Tue Apr 14 09:13:18 UTC 2026","passed","Tue Apr 14 09:13:21 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullValidatedFormWithValidation"
"Проверка успешной отправки простой формы регистрации со всеми заполненными полями","2798","Успешная отправка простой формы регистрации","All Tests","Tue Apr 14 09:13:15 UTC 2026","passed","Tue Apr 14 09:13:18 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullFilledSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2376","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Apr 14 09:13:41 UTC 2026","passed","Tue Apr 14 09:13:43 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2424","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Apr 14 09:13:26 UTC 2026","passed","Tue Apr 14 09:13:29 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2167","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Apr 14 09:13:29 UTC 2026","passed","Tue Apr 14 09:13:31 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2460","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Apr 14 09:13:24 UTC 2026","passed","Tue Apr 14 09:13:26 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
