"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1718","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 11:51:11 UTC 2026","passed","Tue Jan 20 11:51:13 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","2045","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 11:51:13 UTC 2026","passed","Tue Jan 20 11:51:15 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","2072","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 11:51:19 UTC 2026","passed","Tue Jan 20 11:51:21 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","1701","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 11:51:22 UTC 2026","passed","Tue Jan 20 11:51:23 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","2059","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 11:51:17 UTC 2026","passed","Tue Jan 20 11:51:19 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","6815","Успешная отправка простой формы регистрации","All Tests","Tue Jan 20 11:51:01 UTC 2026","passed","Tue Jan 20 11:51:08 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullFilledSimpleRegistrationForm"
"","2022","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 11:51:32 UTC 2026","passed","Tue Jan 20 11:51:34 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","2060","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 11:51:28 UTC 2026","passed","Tue Jan 20 11:51:30 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","1681","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 11:51:30 UTC 2026","passed","Tue Jan 20 11:51:31 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","2131","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 11:51:23 UTC 2026","passed","Tue Jan 20 11:51:25 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","2026","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 11:51:26 UTC 2026","passed","Tue Jan 20 11:51:28 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","2086","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 11:51:15 UTC 2026","passed","Tue Jan 20 11:51:17 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","2192","Успешная отправка формы регистрации с валидацией","All Tests","Tue Jan 20 11:51:08 UTC 2026","passed","Tue Jan 20 11:51:11 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullValidatedFormWithValidation"
